child_id,match,vector_similarity,title_similarity,numbers_lenmatches,taxonomy_lenmatches,ner_overlap,length_ratio
956841,0,0.9479976296424866,0.40506312251091003,0,0,0,0.9747474747474747
956855,1,0.9400749206542969,0.7682404518127441,4,6,0,0.7008086253369272
956855,0,0.9301662445068359,0.5231001377105713,1,0,0,0.6442048517520216
956856,1,0.9192474484443665,0.7682404518127441,0,1,0,0.36153846153846153
956856,0,0.9270790815353394,0.7340106964111328,0,0,0,0.2756598240469208
956858,1,0.9818204641342163,0.674243688583374,5,8,0,0.9653846153846154
956858,0,0.9152374863624573,0.5191293358802795,1,0,0,0.7819314641744548
956860,1,0.9694234132766724,0.6137511730194092,7,7,0,0.8074534161490683
956860,0,0.9669318199157715,0.6349796652793884,1,1,0,0.6909871244635193
956867,1,0.9658936858177185,0.5553206205368042,6,7,1,0.6797642436149313
956867,0,0.9073210954666138,0.5445062518119812,2,1,0,0.3818984547461369
956868,1,0.9836755990982056,0.674243688583374,5,7,0,0.8923076923076924
956868,0,0.9825230240821838,0.5805604457855225,2,0,0,0.6105263157894737
956901,1,0.8949429392814636,0.30650386214256287,0,4,0,0.8843537414965986
956901,0,0.8456009030342102,0.2642199695110321,2,0,0,0.7989130434782609
956902,1,0.9310999512672424,0.4759523868560791,0,0,0,0.65
956902,0,0.9331814646720886,0.7430602312088013,1,0,0,0.5168195718654435
956903,1,0.872248649597168,0.3530316948890686,1,6,3,0.3280943025540275
956903,0,0.8690204620361328,0.43331801891326904,0,2,1,0.30418943533697634
956924,1,0.9702034592628479,0.7254679799079895,4,6,1,0.38846153846153847
956924,0,0.9320923686027527,0.6951720714569092,0,1,1,0.26370757180156656
956931,1,0.9702034592628479,0.7254679799079895,4,6,1,0.38846153846153847
956931,0,0.9418078660964966,0.6796126365661621,0,0,0,0.3333333333333333
956932,1,0.933184027671814,0.6486260294914246,5,5,1,0.5923076923076923
956932,0,0.9212674498558044,0.49344709515571594,1,0,0,0.1668472372697725
956933,1,0.9698452353477478,0.7254679799079895,4,6,1,0.3730769230769231
956933,0,0.9262131452560425,0.6589941382408142,0,0,0,0.17290552584670232
956936,1,0.9786145091056824,0.7086412906646729,2,6,1,0.2868369351669941
956936,0,0.9797151684761047,0.5391978025436401,0,1,1,0.4591194968553459
956939,1,0.9249342679977417,0.729817271232605,3,6,0,0.7288801571709234
956939,0,0.9108205437660217,0.5089035034179688,0,2,0,0.8840970350404312
956940,1,0.8696609735488892,0.7254679799079895,0,3,1,0.1346153846153846
956940,0,0.8823687434196472,0.6075409650802612,0,1,1,0.06055363321799308
956941,1,0.9867822527885437,0.7254679799079895,4,6,1,0.6038461538461538
956941,0,0.9716327786445618,0.6004070043563843,0,0,0,0.7621359223300971
956942,1,0.9034749865531921,0.18077611923217773,0,2,1,0.8099688473520249
956942,0,0.9064646363258362,0.12440530210733414,1,1,1,0.5169082125603864
956944,1,0.9130545258522034,0.3386361002922058,0,1,0,0.6192307692307693
956944,0,0.9162850379943848,0.3108322322368622,0,0,0,0.453416149068323
956945,1,0.908845841884613,0.052098989486694336,0,0,0,0.65
956945,0,0.8810387849807739,0.05114220455288887,1,0,0,0.5827586206896552
956948,1,0.8274568319320679,0.5887054204940796,0,0,0,0.6730769230769231
956948,0,0.8248136639595032,0.835262656211853,0,0,0,0.352112676056338
956950,1,0.9086689949035645,-0.04795035719871521,0,1,0,0.7878787878787878
956950,0,0.8915009498596191,-0.12459598481655121,2,1,0,0.6273764258555133
956957,1,0.8504477739334106,0.13926126062870026,0,1,0,0.6807692307692308
956957,0,0.7709634304046631,0.18933749198913574,1,0,0,0.2310704960835509
956958,1,0.9225119352340698,-0.21868030726909637,0,2,0,0.46923076923076923
956958,0,0.8447092175483704,-0.1389806568622589,0,1,0,0.324468085106383
956959,1,0.9194875359535217,0.21216432750225067,0,4,0,0.6307692307692307
956959,0,0.9513486623764038,0.14369015395641327,0,0,0,0.2611464968152866
956963,1,0.8514788746833801,0.004674004856497049,0,2,1,0.6076923076923076
956963,0,0.8949299454689026,-0.014270155690610409,0,3,1,0.11245551601423487
956986,1,0.9599570035934448,0.7990612387657166,6,7,0,0.4585537918871252
956986,0,0.9319713115692139,0.730867326259613,0,0,0,0.291005291005291
956987,1,0.9986839890480042,0.6871541142463684,12,14,1,0.790273556231003
956987,0,0.917057991027832,0.4455139935016632,3,2,1,0.5960144927536232
956988,1,0.8169719576835632,0.052098989486694336,0,1,0,0.6653846153846154
956988,0,0.7698778510093689,0.05966643616557121,0,0,0,0.4229828850855746
956989,1,0.9274659752845764,0.4041343629360199,3,5,2,0.618860510805501
956989,0,0.8704119920730591,0.021498871967196465,0,0,0,0.6617647058823529
957004,1,0.9266687035560608,0.6803792119026184,3,6,0,0.7269155206286837
957004,0,0.8936711549758911,0.5806336402893066,1,0,0,0.7991360691144709
957005,1,0.8780044317245483,0.35445070266723633,2,4,0,0.5088062622309197
957005,0,0.8731259703636169,0.40403929352760315,1,2,0,0.7910216718266254
957007,1,0.9382273554801941,0.7546865344047546,1,3,0,0.2423076923076923
957007,0,0.9232865571975708,0.8606154918670654,0,0,0,0.23161764705882354
957009,1,0.9953600168228149,0.7123768925666809,23,18,7,0.6994106090373281
957009,0,0.970950722694397,0.6723539233207703,4,0,0,0.796420581655481
957010,1,0.8718330264091492,0.8732255697250366,2,5,1,0.24615384615384617
957010,0,0.8671200275421143,0.5422573685646057,0,2,0,0.10110584518167456
957012,1,0.9156946539878845,0.2818293869495392,2,6,1,0.8540268456375839
957012,0,0.8619496822357178,0.2405053973197937,4,3,1,0.8700729927007299
957014,1,0.8436346650123596,0.1567445546388626,1,3,0,0.3280943025540275
957014,0,0.8315393328666687,0.10127343982458115,0,0,0,0.29043478260869565
957015,1,0.7984964847564697,0.2261429876089096,1,3,1,0.35952848722986247
957015,0,0.7555823922157288,0.18286246061325073,0,0,0,0.5846645367412141
957017,1,0.9242551326751709,0.4041343629360199,2,5,2,0.3104125736738703
957017,0,0.9301123023033142,0.1829051971435547,0,1,1,0.3134920634920635
957019,1,0.8618136644363403,0.6806313991546631,0,2,0,0.6576923076923077
957019,0,0.8809661269187927,0.7188964486122131,0,0,0,0.26594090202177295
957022,1,0.8164891004562378,-0.04795035719871521,0,1,0,0.49615384615384617
957022,0,0.7814878821372986,-0.11102018505334854,0,0,0,0.3760932944606414
957023,1,0.8241891264915466,0.14307346940040588,0,1,0,0.6730769230769231
957023,0,0.8242661356925964,0.034022748470306396,1,1,0,0.3027681660899654
957024,1,0.8704017996788025,0.08691039681434631,0,3,0,0.6115384615384616
957024,0,0.8285226225852966,0.02820085734128952,0,1,0,0.5888888888888889
957037,1,0.9590851664543152,0.3414813280105591,4,7,0,0.19316493313521546
957037,0,0.9041805267333984,0.27311718463897705,4,1,0,0.34323922734026746
957042,1,0.9674954414367676,0.7682530283927917,7,8,1,0.6103286384976526
957042,0,0.957240879535675,0.7959457635879517,2,0,0,0.48027057497181513
957045,1,0.9443865418434143,0.7232252359390259,2,7,0,0.44793713163064836
957045,0,0.9306991100311279,0.7364370822906494,1,0,0,0.4198895027624309
957063,1,0.9962613582611084,0.7123768925666809,25,20,9,0.7976424361493124
957063,0,0.852288544178009,0.33635011315345764,0,1,1,0.22413793103448276
957064,1,0.9773244857788086,0.6125338077545166,5,6,1,0.16110019646365423
957064,0,0.9497678875923157,0.45242562890052795,0,0,0,0.17118997912317327
957080,1,0.9613922834396362,0.7544546127319336,7,10,1,0.8781925343811395
957080,0,0.9610162377357483,0.7819611430168152,0,0,0,0.34174311926605505
957082,1,0.9291529655456543,0.4550086259841919,3,6,0,0.8035363457760314
957082,0,0.9130529761314392,0.4868493378162384,2,0,0,0.5574572127139364
957084,1,0.9785569906234741,0.8580262660980225,11,9,1,0.6615384615384615
957084,0,0.9308434724807739,0.7079328298568726,0,1,1,0.7350427350427351
957086,1,0.9455576539039612,0.1567445546388626,1,6,1,0.3025540275049116
957086,0,0.919898271560669,0.18115156888961792,0,1,0,0.23950233281493002
957098,1,0.960839033126831,0.8253793120384216,7,8,1,0.7838899803536346
957098,0,0.9459261298179626,0.6449138522148132,1,0,0,0.7
957103,1,0.9701970815658569,0.8732255697250366,11,11,1,0.4482758620689655
957103,0,0.9131522178649902,0.5894359350204468,2,1,1,0.9162717219589257
957117,1,0.9962613582611084,0.7123768925666809,25,20,9,0.7976424361493124
957117,0,0.8844283223152161,0.2598732113838196,2,2,1,0.8842364532019704
957121,1,0.9181258678436279,0.2890586853027344,0,5,1,0.3241650294695481
957121,0,0.9057402610778809,0.2766125798225403,0,2,0,0.3160919540229885
957172,1,0.9416597485542297,0.6873831748962402,4,6,0,0.7027027027027027
957172,0,0.91536545753479,0.3665708005428314,1,1,0,0.5901116427432217
957176,1,0.9416597485542297,0.8549720048904419,4,6,0,0.7027027027027027
957176,0,0.9488778114318848,0.6287674903869629,0,0,0,0.6055646481178396
957177,1,0.9332599639892578,0.2890586853027344,1,4,1,0.32023575638506874
957177,0,0.9409688711166382,0.3240707516670227,1,0,0,0.11601423487544484
957188,1,0.9911863207817078,0.6682320833206177,15,12,3,0.3693516699410609
957188,0,0.9523986577987671,0.43262672424316406,1,1,1,0.3908523908523909
957210,1,0.9354029297828674,0.2890586853027344,0,4,1,0.31237721021611004
957210,0,0.9428089261054993,0.24972055852413177,0,3,1,0.4937888198757764
957222,1,0.9498779773712158,0.6924216151237488,3,5,1,0.5481335952848723
957222,0,0.9402323961257935,0.7275354266166687,3,1,0,0.4991055456171735
957231,1,0.9416597485542297,0.6873831748962402,4,6,0,0.7027027027027027
957231,0,0.9043665528297424,0.31464335322380066,0,1,0,0.9567567567567568
957244,1,0.9394429922103882,0.6898940205574036,6,7,0,0.5676855895196506
957244,0,0.9283625483512878,0.5079349875450134,3,0,0,0.6026315789473684
957259,1,0.9344489574432373,0.0,0,4,1,0.3025540275049116
957259,0,0.9294224977493286,0.0,0,1,0,0.6754385964912281
957278,1,0.7675036191940308,0.6091774106025696,0,6,1,0.35135135135135137
957278,0,0.792332112789154,0.4184904992580414,6,7,1,0.6135135135135135
957323,1,0.8831607103347778,0.35664671659469604,2,5,0,0.7182320441988951
957323,0,0.9165371060371399,0.3762184977531433,1,1,0,0.5006915629322268
957324,1,0.8799104690551758,0.1199832633137703,0,3,0,0.17681728880157171
957324,0,0.8947319388389587,0.05472699552774429,0,0,0,0.10550996483001172
957330,1,0.9962613582611084,0.7123768925666809,25,20,9,0.7976424361493124
957330,0,0.9481076598167419,0.6974380612373352,2,5,4,0.577524893314367
957366,1,0.9962613582611084,0.7123768925666809,25,20,9,0.7976424361493124
957366,0,0.9700877070426941,0.6010734438896179,3,1,1,0.9975369458128078
957391,1,0.8290952444076538,0.4041343629360199,1,7,2,0.9862475442043221
957391,0,0.9047067165374756,0.29750025272369385,1,0,0,0.8338870431893688
957408,1,0.9829463958740234,0.7201412320137024,6,12,1,0.5462184873949579
957408,0,0.8829240202903748,0.5636569857597351,6,1,0,0.16725228390723823
957416,1,0.965038001537323,0.5422287583351135,7,8,1,0.593607305936073
957416,0,0.9243033528327942,0.446560263633728,2,0,0,0.7711267605633803
957421,1,0.9825077056884766,0.71439129114151,11,10,1,0.65
957421,0,0.9626666307449341,0.5119637250900269,2,1,0,0.2835570469798658
957434,1,0.9333197474479675,0.6582897305488586,4,6,0,0.6341463414634146
957434,0,0.9284898638725281,0.6359581351280212,0,3,0,0.7454545454545455
957437,1,0.9172765612602234,0.6006385087966919,2,3,0,0.2966601178781925
957437,0,0.9049220681190491,0.6337054371833801,0,0,0,0.3793969849246231
957438,1,0.8701732158660889,0.12717783451080322,1,4,1,0.3104125736738703
957438,0,0.8510832786560059,0.26631101965904236,0,0,0,0.3979848866498741
957456,1,0.9788614511489868,0.7965607643127441,4,5,1,0.41846758349705304
957456,0,0.9679182767868042,0.7236019372940063,1,1,0,0.20266412940057088
957459,1,0.9689568281173706,0.7965607643127441,4,6,1,0.5009823182711198
957459,0,0.44507116079330444,0.26962122321128845,0,0,0,0.00784313725490196
957472,1,0.883967399597168,0.3515549302101135,0,7,1,0.3143418467583497
957472,0,0.9295352101325989,0.48094919323921204,0,1,0,0.6926406926406926
957499,1,0.9204968810081482,0.7489442229270935,3,9,3,0.26719056974459726
957499,0,0.9072557091712952,0.7749426364898682,1,2,1,0.28451882845188287
957544,1,0.9962613582611084,0.7123768925666809,25,20,9,0.7976424361493124
957544,0,0.9745327830314636,0.5209218263626099,4,4,3,0.5623268698060941
957552,1,0.7719917893409729,0.5447919964790344,1,1,0,0.1237721021611002
957552,0,0.5302554965019226,0.40392330288887024,0,0,0,0.062376237623762376
957554,1,0.9775509238243103,0.7201412320137024,11,11,1,0.5405405405405406
957554,0,0.9498268365859985,0.7254072427749634,5,5,2,0.9144486692015209
957556,1,0.9806937575340271,0.8580262660980225,10,10,1,0.6192307692307693
957556,0,0.9494670033454895,0.7750040888786316,1,1,1,0.3188118811881188
957561,1,0.9718828797340393,0.8026125431060791,4,6,1,0.5225933202357563
957561,0,0.9576019644737244,0.6233503222465515,0,1,0,0.5924276169265034
957564,1,0.8441508412361145,0.5447919964790344,3,6,0,0.7563150074294205
957564,0,0.8293637633323669,0.3851996064186096,5,1,0,0.7488855869242199
957565,1,0.8360400795936584,0.5461742877960205,3,12,1,0.8105095541401274
957565,0,0.8816625475883484,0.6581707000732422,1,2,0,0.8742038216560509
957567,1,0.8944586515426636,0.45528537034988403,1,3,1,0.466786355475763
957567,0,0.8683819770812988,0.48732393980026245,0,0,0,0.4578096947935368
957568,1,0.9706912636756897,0.7201412320137024,6,11,1,0.6467661691542289
957568,0,0.958828866481781,0.5976746678352356,5,0,0,0.6848381601362862
957569,1,0.8363714218139648,0.287244588136673,4,10,1,0.975095785440613
957569,0,0.8331526517868042,0.37248748540878296,0,3,0,0.8405797101449275
957667,1,0.9640648365020752,0.6049525141716003,0,4,0,0.9122807017543859
957667,0,0.9420358538627625,0.36881229281425476,2,0,0,0.5900621118012422
957669,1,0.8999838829040527,0.4939347505569458,1,3,1,0.45774647887323944
957669,0,0.8807627558708191,0.6431921720504761,0,0,0,0.4859154929577465
957675,1,0.9130897521972656,0.6303970217704773,0,1,0,0.1576923076923077
957675,0,0.8754687309265137,0.48488640785217285,0,0,0,0.08893709327548807
957703,1,0.8820148706436157,0.3603169620037079,0,2,1,0.6461538461538462
957703,0,0.897140383720398,0.27399155497550964,0,1,1,0.37583892617449666
957761,1,0.9460891485214233,0.7195574641227722,12,13,4,0.5834970530451866
957761,0,0.9639988541603088,0.6696007251739502,2,0,0,0.7538071065989848
957762,1,0.9565820097923279,0.585293173789978,5,7,0,0.07593457943925233
957762,0,0.9629939198493958,0.7090210318565369,4,1,0,0.14690420560747663
957775,1,0.9563212394714355,0.8743980526924133,3,2,0,0.06882591093117409
957775,0,0.9279196262359619,0.7661301493644714,1,0,0,0.12186379928315412
957957,1,0.9560489058494568,0.5935783386230469,5,5,2,0.3693516699410609
957957,0,0.9465048909187317,0.6358537673950195,0,3,0,0.7768595041322314
957996,1,0.16497884690761566,0.5573020577430725,5,0,0,0.7027027027027027
957996,0,0.1699114888906479,0.48502781987190247,0,1,0,0.9918918918918919
957997,1,0.9641597270965576,0.6049525141716003,0,4,0,0.7761194029850746
957997,0,0.9581261277198792,0.42351606488227844,1,1,0,0.8885941644562334
958026,1,0.9036343097686768,0.5295493006706238,1,3,1,0.4369747899159664
958026,0,0.8628742694854736,0.40673089027404785,3,0,0,0.8168067226890756
958029,1,0.9645622968673706,0.3997742235660553,10,9,3,0.8349788434414669
958029,0,0.9531654119491577,0.5825279355049133,4,0,0,0.6607142857142857
958030,1,0.9888065457344055,0.7480135560035706,14,12,6,0.5497553017944535
958030,0,0.9487200975418091,0.6351304650306702,2,1,1,0.7278617710583153
958033,1,0.956449031829834,0.5990356206893921,3,9,1,0.36867862969004894
958033,0,0.9229600429534912,0.39612677693367004,1,2,0,0.47983014861995754
958064,1,0.9837589263916016,0.8160519599914551,15,13,6,0.6199021207177814
958064,0,0.9297525882720947,0.5908183455467224,2,5,3,0.5671641791044776
958069,1,0.7798975110054016,0.5256129503250122,0,3,1,0.04567699836867863
958069,0,0.7505674362182617,0.3118809461593628,0,0,0,0.10108303249097472
958071,1,0.9826728105545044,0.5256129503250122,5,15,5,0.4192495921696574
958071,0,0.9595851302146912,0.3938235938549042,3,3,1,0.32864450127877237
958073,1,0.9882314205169678,0.42339563369750977,14,11,4,0.4146685472496474
958073,0,0.9307411909103394,0.7400195002555847,5,1,1,0.44011976047904194
958074,1,0.9838034510612488,0.4586583971977234,11,14,4,0.5994358251057827
958074,0,0.9584892988204956,0.7331284880638123,3,1,1,0.9381898454746137
958076,1,0.9655846953392029,0.7867637276649475,14,3,0,0.3786231884057971
958076,0,0.9553162455558777,0.7085168957710266,1,1,0,0.1481218993621545
958077,1,0.980826199054718,0.4586583971977234,11,14,4,0.5796897038081805
958077,0,0.9380811452865601,0.7002936601638794,0,0,0,0.9113082039911308
958079,1,0.9804864525794983,0.4586583971977234,11,14,4,0.5754583921015515
958079,0,0.8865340948104858,0.6501288414001465,3,1,0,0.9509803921568627
958080,1,0.9824580550193787,0.5256129503250122,5,15,5,0.401305057096248
958080,0,0.9436560273170471,0.5923317670822144,2,1,1,0.45981308411214955
958081,1,0.9753313064575195,0.7683773636817932,5,10,2,0.45840130505709625
958081,0,0.9755203723907471,0.7342587113380432,3,0,0,0.6135371179039302
958082,1,0.9806301593780518,0.4586583971977234,11,14,4,0.5994358251057827
958082,0,0.9006614685058594,0.6005421280860901,3,4,2,0.8494117647058823
958088,1,0.9813984632492065,0.4586583971977234,11,14,4,0.5952045133991537
958088,0,0.9617502689361572,0.5268876552581787,1,0,0,0.6656151419558359
958090,1,0.980243444442749,0.4836236238479614,11,14,4,0.5105782792665726
958090,0,0.9138249158859253,0.45505136251449585,4,5,1,0.5427286356821589
958093,1,0.980135977268219,0.5256129503250122,5,15,5,0.3931484502446982
958093,0,0.9359914660453796,0.5382592678070068,1,1,1,0.4413919413919414
958100,1,0.9653666019439697,0.7262570261955261,5,12,3,0.6166394779771615
958100,0,0.9496451616287231,0.6358296275138855,1,2,1,0.7328042328042328
958101,1,0.9903170466423035,0.42339563369750977,14,9,4,0.3709449929478138
958101,0,0.9424252510070801,0.6674365997314453,4,0,0,0.6760925449871465
958103,1,0.9493398070335388,0.7310670018196106,11,9,3,0.399673735725938
958103,0,0.9070298671722412,0.6351273655891418,1,0,0,0.346045197740113
958115,1,0.7723018527030945,0.3603682518005371,0,2,0,0.28874388254486133
958115,0,0.7236810326576233,0.35530543327331543,0,0,0,0.4059633027522936
958116,1,0.9272540807723999,-0.0954785868525505,0,1,0,0.21720733427362482
958116,0,0.42821747064590454,-0.06396712362766266,0,0,0,0.012987012987012988
958124,1,0.8687237501144409,0.49240803718566895,4,4,2,0.6639477977161501
958124,0,0.8659578561782837,0.4359586536884308,1,0,0,0.9017199017199017
958125,1,0.9706920981407166,0.6596295237541199,7,5,0,0.427536231884058
958125,0,0.9608372449874878,0.4568870961666107,1,0,0,0.5488372093023256
958127,1,0.9221428632736206,0.3562162518501282,0,2,0,0.2143864598025388
958127,0,0.9108539819717407,-0.1128503754734993,0,1,0,0.29571984435797666
958129,1,0.8813190460205078,0.1278812438249588,0,1,0,0.24118476727785615
958129,0,0.8385227918624878,0.3013361692428589,1,1,0,0.24152542372881355
958130,1,0.9125934839248657,0.24787059426307678,0,2,0,0.2157968970380818
958130,0,0.9133194088935852,0.5818323493003845,0,0,0,0.2170212765957447
958133,1,0.9064205288887024,0.8444088101387024,3,2,0,0.07065217391304347
958133,0,0.9014444351196289,0.7165282368659973,1,0,0,0.07572815533980583
958135,1,0.9800967574119568,0.3786878287792206,11,14,4,0.5684062059238364
958135,0,0.9495019912719727,0.7224256992340088,5,0,0,0.8722943722943723
958151,1,0.9846667647361755,0.5855926275253296,7,15,5,0.3817292006525285
958151,0,0.6093699336051941,0.29870831966400146,0,0,0,0.029914529914529916
958153,1,0.9401887655258179,-0.1450594961643219,0,1,0,0.21720733427362482
958153,0,0.9508244395256042,-0.20992670953273773,0,0,0,0.25163398692810457
958155,1,0.9290584325790405,0.4284757375717163,0,2,0,0.23413258110014104
958155,0,0.9311197400093079,-0.04064027592539787,1,2,1,0.27168576104746317
958156,1,0.9373252391815186,0.5538749694824219,0,2,0,0.229901269393512
958156,0,0.9182289242744446,0.19020386040210724,0,2,1,0.6763485477178424
958158,1,0.9334827065467834,0.06624474376440048,0,2,0,0.231311706629055
958158,0,0.8428475856781006,0.3274802565574646,0,0,0,0.8817204301075269
958162,1,0.9315383434295654,0.04533931985497475,0,2,0,0.229901269393512
958162,0,0.8703553676605225,0.30426695942878723,0,0,0,0.4670487106017192
958163,1,0.9243224859237671,-0.11371763050556183,0,2,0,0.231311706629055
958163,0,0.8659550547599792,0.08772094547748566,1,1,1,0.3867924528301887
958164,1,0.9324690699577332,0.1278812438249588,0,2,0,0.22708039492242596
958164,0,0.853769838809967,0.28755947947502136,0,2,2,0.19189511323003575
958168,1,0.7284507155418396,0.7019288539886475,4,3,0,0.03588907014681892
958168,0,0.5884868502616882,0.38183167576789856,0,0,0,0.08695652173913043
